dataset,seed,shot,category,unit_dir,done_json,invariants_pass,n_images,grid,methods_expected,methods_found,methods_missing,nonfinite_arrays,sample_ids_match_canonical,mask_shape_matches_grid,cache_exists,replay_covered,status,notes,extra_keys
btad,0,1,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k1\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,2,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k2\01,True,True,70,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,2,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k2\02,True,True,230,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,2,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k2\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,4,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\01,True,True,70,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,4,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\02,True,True,230,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,4,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k4\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,8,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k8\01,True,True,70,32x32,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,8,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k8\02,True,True,230,32x32,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,0,8,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s0_k8\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,1,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\01,True,True,70,32x32,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,1,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\02,True,True,230,32x32,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,1,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k1\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,2,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k2\01,True,True,70,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,2,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k2\02,True,True,230,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,2,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k2\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,4,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\01,True,True,70,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,4,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\02,True,True,230,32x32,13,13,,0,True,True,True,True,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,4,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k4\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,8,01,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k8\01,True,True,70,32x32,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,8,02,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k8\02,True,True,230,32x32,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
btad,1,8,03,experiments\dynamic_fusion\unified_fusion_paper_support_20260913\p3_external\units\btad_s1_k8\03,True,True,441,32x42,13,13,,0,True,True,True,False,verified,,A1_G;DUP_G;TRI_G;BAL_G;DELTA_A1_L;DELTA_A1_J;DELTA_TRI_L;DELTA_TRI_J;DELTA_BAL_L;DELTA_BAL_J
