dataset,seed,category,sample_id,role,mask_path,raw_mask_hw,gt_transform,gt_hash,mask_pixels
btad,0,02,02/test/ko/0078.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0078.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a58dcbabeba1c141,22790
btad,0,02,02/test/ko/0079.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0079.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,51c7480f1981bbf3,24352
btad,0,02,02/test/ko/0080.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0080.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,857c198a959df93a,2669
btad,0,02,02/test/ko/0081.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0081.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,042dcb512ce0b7e2,859
btad,0,02,02/test/ko/0082.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0082.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a10ab06ec6594eaf,284
btad,0,02,02/test/ko/0083.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0083.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f065020a17bcf410,412
btad,0,02,02/test/ko/0084.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0084.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3b46c00902d52196,150
btad,0,02,02/test/ko/0085.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0085.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,30eb69a6c4a63989,1312
btad,0,02,02/test/ko/0086.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0086.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,79bca4c92ec637aa,261
btad,0,02,02/test/ko/0087.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0087.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4a3408749bd7e0dd,8044
btad,0,02,02/test/ko/0088.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0088.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,79d3ea45c99cf13f,177
btad,0,02,02/test/ko/0089.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0089.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c8c54a89c15d9ca8,160
btad,0,02,02/test/ko/0090.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0090.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0d55b8ce96aa6ad9,256
btad,0,02,02/test/ko/0091.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0091.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,217e7cc5298767ef,499
btad,0,02,02/test/ko/0092.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0092.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,619cb748524e9de8,212
btad,0,02,02/test/ko/0093.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0093.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d916b97a0243b21b,411
btad,0,02,02/test/ko/0094.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0094.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,307c5bf9e38c4477,1202
btad,0,02,02/test/ko/0095.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0095.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,cf2e666d845eab9e,136
btad,0,02,02/test/ko/0096.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0096.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,62df91bf59aae360,574
btad,0,02,02/test/ko/0097.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0097.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b6d7b06d6723ee63,199
btad,0,02,02/test/ko/0098.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0098.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,07a28176dc061863,155
btad,0,02,02/test/ko/0099.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0099.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8f579cb60969ffe1,207
btad,0,02,02/test/ko/0100.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0100.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,53fd751715aba605,216
btad,0,02,02/test/ko/0101.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0101.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,977ff7d72b8d19de,340
btad,0,02,02/test/ko/0102.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0102.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,44aeac98dd8cfb2a,633
btad,0,02,02/test/ko/0103.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0103.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b130cdcadbdd25d2,408
btad,0,02,02/test/ko/0104.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0104.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b1d2beff61ec6ea4,337
btad,0,02,02/test/ko/0105.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0105.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a9b96a448664d620,883
btad,0,02,02/test/ko/0106.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0106.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6b2492fc0c642ed9,1478
btad,0,02,02/test/ko/0107.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0107.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,19bef210c0b63134,774
btad,0,02,02/test/ko/0108.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0108.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,9a5a2db978a4316f,567
btad,0,02,02/test/ko/0109.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0109.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b0fa9d8ae20c0227,202
btad,0,02,02/test/ko/0110.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0110.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7b6240e601467cb0,4860
btad,0,02,02/test/ko/0111.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0111.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,639e87e040c3c00d,233
btad,0,02,02/test/ko/0112.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0112.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d689aa3d229fe4ac,161
btad,0,02,02/test/ko/0113.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0113.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1a13424d7a36ce24,308
btad,0,02,02/test/ko/0114.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0114.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,560b824a90aa2a1f,1175
btad,0,02,02/test/ko/0115.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0115.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,178dedb87bf31401,171
btad,0,02,02/test/ko/0116.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0116.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1e21810934efd5d0,186
btad,0,02,02/test/ko/0117.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0117.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,88e7c1956b7ddbeb,358
btad,0,02,02/test/ko/0118.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0118.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,67469f1e106d18b1,197
btad,0,02,02/test/ko/0119.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0119.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7d2bc20d49594116,138
btad,0,02,02/test/ko/0120.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0120.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,721281f2cde7f0df,146
btad,0,02,02/test/ko/0121.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0121.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a6caf1fb9a4c776e,1400
btad,0,02,02/test/ko/0122.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0122.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d3feda6d3e007359,194
btad,0,02,02/test/ko/0123.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0123.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,87c70c5bee6017a4,114
btad,0,02,02/test/ko/0124.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0124.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5f8800de157e56c2,915
btad,0,02,02/test/ko/0125.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0125.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,720bd68f66599f69,157
btad,0,02,02/test/ko/0126.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0126.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,da60098af8e31982,604
btad,0,02,02/test/ko/0127.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0127.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,bde742eb7a2c35a7,155
btad,0,02,02/test/ko/0128.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0128.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f29ac54eab38b704,1609
btad,0,02,02/test/ko/0129.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0129.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8cda6efac975cdcc,181
btad,0,02,02/test/ko/0130.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0130.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,37152666715c75e0,182
btad,0,02,02/test/ko/0131.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0131.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5ab624b2c54c3e91,183
btad,0,02,02/test/ko/0132.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0132.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,a12e5ba337aa2ba8,1210
btad,0,02,02/test/ko/0133.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0133.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,114fcbf8d89fff73,306
btad,0,02,02/test/ko/0134.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0134.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,98bea116dc8fbaf7,653
btad,0,02,02/test/ko/0135.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0135.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5a09710f030f1fe2,231
btad,0,02,02/test/ko/0136.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0136.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,9d46ee49fb81030d,221
btad,0,02,02/test/ko/0137.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0137.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3f365a56ab33966c,229
btad,0,02,02/test/ko/0138.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0138.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,46fc2b70f31a30e2,234
btad,0,02,02/test/ko/0139.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0139.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,fbf8371b44a540bc,122
btad,0,02,02/test/ko/0140.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0140.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,df4d748aba10fe96,539
btad,0,02,02/test/ko/0141.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0141.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,71d22e2ce2d96819,206
btad,0,02,02/test/ko/0142.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0142.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,34318bc4bdd88c39,525
btad,0,02,02/test/ko/0143.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0143.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3abbd6ba89de5d30,408
btad,0,02,02/test/ko/0144.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0144.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,ff7f152a2d2572b4,136
btad,0,02,02/test/ko/0145.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0145.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,ba0ee4b797b99449,0
btad,0,02,02/test/ko/0146.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0146.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7cbdfb45cd640f9c,98
btad,0,02,02/test/ko/0147.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0147.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8f0ce228ca499136,189
btad,0,02,02/test/ko/0148.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0148.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,0fbfff1a63dfcfea,286
btad,0,02,02/test/ko/0149.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0149.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,320c0a5b51fb57fa,204
btad,0,02,02/test/ko/0150.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0150.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c80be124913a7b92,329
btad,0,02,02/test/ko/0151.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0151.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,2f56cdc24d42702e,167
btad,0,02,02/test/ko/0152.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0152.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,53cad122842004a5,344
btad,0,02,02/test/ko/0153.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0153.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,abd9cf27b358a6f8,788
btad,0,02,02/test/ko/0154.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0154.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,76e2be6c71145dee,146
btad,0,02,02/test/ko/0155.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0155.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,ffdbc60b035b2197,257
btad,0,02,02/test/ko/0156.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0156.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f252882afbf0cece,119
btad,0,02,02/test/ko/0157.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0157.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c71a1155874bf7c8,71
btad,0,02,02/test/ko/0158.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0158.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4a913bc340208fe4,143
btad,0,02,02/test/ko/0159.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0159.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,98806df6632985bd,129
btad,0,02,02/test/ko/0160.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0160.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c57ee6042b9c09b3,140
btad,0,02,02/test/ko/0161.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0161.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,d319ca0f5ced2d5c,132
btad,0,02,02/test/ko/0162.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0162.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,cd9b24eb390cd7d7,288
btad,0,02,02/test/ko/0163.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0163.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,dd4027cf90e1a6ce,123
btad,0,02,02/test/ko/0164.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0164.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4f1faaf70c468005,131
btad,0,02,02/test/ko/0165.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0165.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c225947af050fb5c,432
btad,0,02,02/test/ko/0166.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0166.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,607d98c84141230d,164
btad,0,02,02/test/ko/0167.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0167.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f1ecdfb0e10326bb,350
btad,0,02,02/test/ko/0168.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0168.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,8173d536d0d165f3,212
btad,0,02,02/test/ko/0169.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0169.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7de8e3dcfb35624f,86
btad,0,02,02/test/ko/0170.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0170.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5dd540150a8d2f08,265
btad,0,02,02/test/ko/0171.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0171.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c53d03f081fcedbf,267
btad,0,02,02/test/ko/0172.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0172.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4ff16af649d0776b,180
btad,0,02,02/test/ko/0173.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0173.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c0db14fe65e6bdb2,107
btad,0,02,02/test/ko/0174.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0174.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,cc30e9dd9a1f3e0a,1248
btad,0,02,02/test/ko/0175.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0175.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,680dbabe989127df,173
btad,0,02,02/test/ko/0176.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0176.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f33afb762c013066,153
btad,0,02,02/test/ko/0177.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0177.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5098d7c4d66d3c0f,811
btad,0,02,02/test/ko/0178.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0178.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5b05fa48716a6663,118
btad,0,02,02/test/ko/0179.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0179.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,80f47950d6eb2bb5,153
btad,0,02,02/test/ko/0180.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0180.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,19da45d16e0140ca,142
btad,0,02,02/test/ko/0181.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0181.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,94941a868806d255,379
btad,0,02,02/test/ko/0182.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0182.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,abd520c8b7f7af17,100
btad,0,02,02/test/ko/0183.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0183.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,1e247de9af156916,105
btad,0,02,02/test/ko/0184.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0184.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,647c9268bc737658,141
btad,0,02,02/test/ko/0185.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0185.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,7d949e8208ccf62e,395
btad,0,02,02/test/ko/0186.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0186.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,095424e0a920a597,276
btad,0,02,02/test/ko/0187.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0187.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,ece4df9ecbd45d61,624
btad,0,02,02/test/ko/0188.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0188.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,e2f85d2316e9c1e8,5928
btad,0,02,02/test/ko/0189.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0189.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,c70b40572de6441a,40108
btad,0,02,02/test/ko/0190.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0190.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,6fe382c482a81c4d,24845
btad,0,02,02/test/ko/0191.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0191.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,92641ffbe37fc2eb,52999
btad,0,02,02/test/ko/0192.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0192.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,4d20dc86fbbeb880,902
btad,0,02,02/test/ko/0193.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0193.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,b10bc3a227015555,49354
btad,0,02,02/test/ko/0194.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0194.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3020d5e454b43736,12911
btad,0,02,02/test/ko/0195.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0195.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,f77ac747678ed62e,2740
btad,0,02,02/test/ko/0196.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0196.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,cdc97f01ea637f4b,542
btad,0,02,02/test/ko/0197.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0197.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,5b73a01e9515a321,32289
btad,0,02,02/test/ko/0198.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0198.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,08997e4d07ab11a5,43933
btad,0,02,02/test/ko/0199.png,defect,data\btad_raw\BTech_Dataset_transformed\02\ground_truth\ko\0199.png,600x600,nearest 600x600 -> 448x448 -> crop 448x448,3939c98dbd4084ca,54311
btad,0,02,02/test/ok/0000.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0001.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0002.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0003.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0004.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0005.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0006.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0007.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0008.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0009.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0010.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0011.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0012.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0013.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0014.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0015.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0016.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0017.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0018.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0019.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0020.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0021.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0022.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0023.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0024.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0025.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0026.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0027.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0028.png,normal,,,empty mask,,
btad,0,02,02/test/ok/0029.png,normal,,,empty mask,,
btad,0,03,03/test/ko/0000.bmp,defect,data\btad_raw\BTech_Dataset_transformed\03\ground_truth\ko\0000.bmp,600x800,nearest 800x600 -> 597x448 -> crop 588x448,fd9b3862b71bbca2,4680
btad,0,03,03/test/ko/0001.bmp,defect,data\btad_raw\BTech_Dataset_transformed\03\ground_truth\ko\0001.bmp,600x800,nearest 800x600 -> 597x448 -> crop 588x448,4ba1ccfe36f6a360,5686
btad,0,03,03/test/ko/0002.bmp,defect,data\btad_raw\BTech_Dataset_transformed\03\ground_truth\ko\0002.bmp,600x800,nearest 800x600 -> 597x448 -> crop 588x448,c09fe762e5469164,6042
btad,0,03,03/test/ko/0003.bmp,defect,data\btad_raw\BTech_Dataset_transformed\03\ground_truth\ko\0003.bmp,600x800,nearest 800x600 -> 597x448 -> crop 588x448,e7e0387741c8ebbc,7562
btad,0,03,03/test/ko/0004.bmp,defect,data\btad_raw\BTech_Dataset_transformed\03\ground_truth\ko\0004.bmp,600x800,nearest 800x600 -> 597x448 -> crop 588x448,c2ab848ca24058f3,11178
btad,0,03,03/test/ko/0005.bmp,defect,data\btad_raw\BTech_Dataset_transformed\03\ground_truth\ko\0005.bmp,600x800,nearest 800x600 -> 597x448 -> crop 588x448,0beec7afd831b872,8731
