method,dataset,seed,shot,frame,n_categories,n_images,bank_s,retrieval_s,run_combined_s,evaluation_s,total_s,peak_gpu_mb,peak_ram_mb,timing_sync,stages,peak_gpu_source,peak_ram_source,measurement,source,note
controlled_A1_J/A1_L (BTAD-03 re-score),btad,0,4,"canvas (approx C-map, faithful GT)",1,,,10.9,,,10.9,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,0,4,"canvas (approx C-map, study GT)",1,,,10.9,,,10.9,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,0,8,"canvas (correct C-map, study GT)",1,,,21.3,,,21.3,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,0,8,"canvas (correct C-map, faithful GT)",1,,,21.3,,,21.3,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,0,8,"canvas (approx C-map, faithful GT)",1,,,20.0,,,20.0,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,0,8,"canvas (approx C-map, study GT)",1,,,20.0,,,20.0,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,1,"canvas (correct C-map, study GT)",1,,,8.6,,,8.6,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,1,"canvas (correct C-map, faithful GT)",1,,,8.6,,,8.6,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,1,"canvas (approx C-map, faithful GT)",1,,,7.0,,,7.0,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,1,"canvas (approx C-map, study GT)",1,,,7.0,,,7.0,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,2,"canvas (correct C-map, study GT)",1,,,9.3,,,9.3,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,2,"canvas (correct C-map, faithful GT)",1,,,9.3,,,9.3,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,2,"canvas (approx C-map, faithful GT)",1,,,8.4,,,8.4,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,2,"canvas (approx C-map, study GT)",1,,,8.4,,,8.4,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,4,"canvas (correct C-map, study GT)",1,,,15.8,,,15.8,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,4,"canvas (correct C-map, faithful GT)",1,,,15.8,,,15.8,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,4,"canvas (approx C-map, faithful GT)",1,,,12.6,,,12.6,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,4,"canvas (approx C-map, study GT)",1,,,12.6,,,12.6,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,8,"canvas (correct C-map, study GT)",1,,,23.3,,,23.3,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,8,"canvas (correct C-map, faithful GT)",1,,,23.3,,,23.3,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,8,"canvas (approx C-map, faithful GT)",1,,,17.2,,,17.2,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled_A1_J/A1_L (BTAD-03 re-score),btad,1,8,"canvas (approx C-map, study GT)",1,,,17.2,,,17.2,,,no (the S0b scorer did not synchronise; relative cost only),scoring only,,,partial,01_geometry/btad03_timings.csv,"re-scoring of the eight BTAD-03 units across the geometry variants; the 2026-09-13 matrix run recorded no per-unit timings and they cannot be reconstructed, so the controlled pipeline has no full-matrix cost row"
controlled + D branch (feature encoding),mpdd+btad,,,canvas,9,,,,,,,417.7,,no explicit synchronise around the encoder,WideResNet50-2 feature encoding,,,partial,04_new_encoder/resource_usage.json,"total over the fixed S3 scope (36 units), single process"
controlled + D branch (multi-branch scoring),mpdd+btad,,,canvas,9,,,,,,,417.7,,no explicit synchronise around the per-unit scorer,chunked joint/independent retrieval,,,partial,04_new_encoder/resource_usage.json,"total over the fixed S3 scope (36 units), single process"
stride-1 evaluation of the D scope,mpdd+btad,,,canvas,9,,,,,2072.3,2072.3,,,cpu only,resize + Gaussian + pooled rank-based AP/AUROC at stride 1,,,instrumented,04_new_encoder/S6_SUMMARY.json,"sum of 48 unit evaluations run with 3 worker processes, so it is CPU time across units, not wall clock; mean per unit 43.2 s"
