method,dataset,seed,shot,category,revision,region_grid,region_fraction_of_canvas,pixel_ap,pixel_auroc,n_pixels,seconds,source,source_table,note
PatchCore_native_local128,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.0029326641040885526,0.7807708569477704,30732800,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_macaroni1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,macaroni1,corrected,392x392,0.5104166666666666,0.06792915534138637,0.9590597662696676,30732800,3.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_macaroni1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.0949770070409431,0.9229172009241897,30732800,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\macaroni2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.10795138513076177,0.9272170813952461,30732800,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\macaroni2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.059755213143798266,0.9270782758708488,30732800,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.06865302188106134,0.9474385653073781,30732800,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.0007176374888778443,0.6348698224342376,30732800,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,macaroni2,corrected,392x392,0.5104166666666666,0.0013544839349367553,0.8130185537439614,30732800,3.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_macaroni2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.6963360569486612,0.983822053264001,30811200,3.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb1\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.7058583705525582,0.9853907743784753,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb1\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.6097649033936776,0.9789615534853175,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.7238374562935351,0.9868728765388504,30811200,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.16676400100178457,0.9333060501437059,30811200,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,pcb1,corrected,392x393,0.5983254459410267,0.33139330538541517,0.9546819485894693,30811200,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.15916186320773332,0.945688160825285,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.17308305272378016,0.9538074792837288,30811200,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb2\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.1168992567493662,0.9428098405087374,30811200,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.13717319331560796,0.9387006805603744,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.027219549986001804,0.8580033721866464,30811200,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,pcb2,corrected,392x393,0.5983254459410267,0.07092120068448961,0.9104629658853075,30811200,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb2.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.1876305381910372,0.9519355116400241,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb3\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.2117691326485179,0.9593108744185757,30965256,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb3\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.22694660019588145,0.9610052195936296,30965256,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.27141314450295856,0.9614094628136942,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.24778132288011978,0.907842762012384,30965256,3.1,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,pcb3,corrected,392x393,0.47180103550295865,0.39614130783965945,0.9686489110246999,30965256,3.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb3.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.18428660494398294,0.9084885085344614,30965256,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb4\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.19358992497007815,0.9142765693704353,30965256,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pcb4\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.12636442986575183,0.9094725185843252,30965256,3.0,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.14231385301091207,0.913131054332424,30965256,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.10250973839631955,0.7812800571650609,30965256,3.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,pcb4,corrected,392x393,0.6299199738690185,0.23534096986544178,0.8800036092765032,30965256,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pcb4.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.4250068103902804,0.9812102725963392,23108400,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pipe_fryum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.4312404896229343,0.9813029403325485,23108400,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k1\pipe_fryum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.3580413447454852,0.9796811181086574,23108400,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k1_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.3813654588540555,0.9814755184829113,23108400,2.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k1_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.6875442568164015,0.9865584134813147,23108400,2.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k1\predictions\mvtec_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,1,pipe_fryum,corrected,392x393,0.6819058641975307,0.5752650181965433,0.9802518389907534,23108400,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k1\predictions\mvtec_pipe_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,candle,corrected,392x393,0.7003558718861209,0.3193318811431774,0.9847703479407894,30811200,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\candle\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,candle,corrected,392x393,0.7003558718861209,0.2987758788621359,0.986764605065797,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\candle\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,candle,corrected,392x393,0.7003558718861209,0.31808884073105215,0.9848678109104675,30811200,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,candle,corrected,392x393,0.7003558718861209,0.3546034599884788,0.9853062153732105,30811200,3.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,candle,corrected,392x393,0.7003558718861209,0.1064144370498575,0.9411987652567645,30811200,3.0,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,candle,corrected,392x393,0.7003558718861209,0.20961814231973971,0.9839685867253315,30811200,3.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_candle.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,capsules,corrected,392x392,0.5104166666666666,0.42483073678631944,0.965645140944164,24586240,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\capsules\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,capsules,corrected,392x392,0.5104166666666666,0.4201915863127646,0.9676942802754349,24586240,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\capsules\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,capsules,corrected,392x392,0.5104166666666666,0.3674895943965906,0.9660590209643902,24586240,2.8,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_capsules.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,capsules,corrected,392x392,0.5104166666666666,0.3600335161460818,0.9672178859926993,24586240,2.7,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_capsules.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,capsules,corrected,392x392,0.5104166666666666,0.09908964126375967,0.8625109498744494,24586240,2.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_capsules.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,capsules,corrected,392x392,0.5104166666666666,0.30741098805692374,0.9563958287540292,24586240,2.6,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_capsules.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,cashew,corrected,392x392,0.7209598640900403,0.5662121217596938,0.9900658591789707,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\cashew\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,cashew,corrected,392x392,0.7209598640900403,0.5594628795193526,0.9899481417547902,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\cashew\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,cashew,corrected,392x392,0.7209598640900403,0.5237476117489038,0.9888156247944737,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_cashew.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,cashew,corrected,392x392,0.7209598640900403,0.5061316741502043,0.986512712317161,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_cashew.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,cashew,corrected,392x392,0.7209598640900403,0.6499579038742307,0.9846005095891356,23049600,2.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_cashew.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,cashew,corrected,392x392,0.7209598640900403,0.5454724906370425,0.9766983750446598,23049600,2.4,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_cashew.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,chewinggum,corrected,392x392,0.6456368935367737,0.7073342294958728,0.9920464703346892,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\chewinggum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,chewinggum,corrected,392x392,0.6456368935367737,0.7083638035470479,0.9923270427078311,23049600,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\chewinggum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,chewinggum,corrected,392x392,0.6456368935367737,0.7007644988427336,0.990499405670419,23049600,2.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_chewinggum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,chewinggum,corrected,392x392,0.6456368935367737,0.6936546947741641,0.9908530677224737,23049600,2.3,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_chewinggum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,chewinggum,corrected,392x392,0.6456368935367737,0.3736251924596517,0.9730179376132297,23049600,2.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_chewinggum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,chewinggum,corrected,392x392,0.6456368935367737,0.5631193639309149,0.9865519675087696,23049600,2.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_chewinggum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,fryum,corrected,392x392,0.5104166666666666,0.3540903021820558,0.9145608022798692,23049600,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\fryum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,fryum,corrected,392x392,0.5104166666666666,0.3713590920473433,0.9237420551087716,23049600,2.4,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\fryum\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,fryum,corrected,392x392,0.5104166666666666,0.35716160690532106,0.920452561606544,23049600,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,fryum,corrected,392x392,0.5104166666666666,0.3553402998428588,0.9133904999981705,23049600,2.5,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,fryum,corrected,392x392,0.5104166666666666,0.428084147746789,0.8985757708904321,23049600,2.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,fryum,corrected,392x392,0.5104166666666666,0.3566888088067751,0.8863724462340253,23049600,2.5,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_fryum.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_J,visa,0,4,macaroni1,corrected,392x392,0.5104166666666666,0.20958254548628388,0.9811791652019418,30732800,3.1,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\macaroni1\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
controlled_A1_L,visa,0,4,macaroni1,corrected,392x392,0.5104166666666666,0.22598170004393164,0.984604186910637,30732800,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\generalization_mvtec_visa_20260915\p1_matrix\units\visa_s0_k4\macaroni1\patch_scores.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas,visa,0,4,macaroni1,corrected,392x392,0.5104166666666666,0.1749513298482817,0.9704046110117853,30732800,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas\visa_s0_k4_macaroni1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
anomalydino_canvas_rotation,visa,0,4,macaroni1,corrected,392x392,0.5104166666666666,0.1940290579043702,0.9717081282480368,30732800,3.2,D:\STUDY\My_github\sci_project\experiments\dynamic_fusion\representation_matching_interaction_20260914\05_baselines\region_maps\anomalydino_canvas_rotation\visa_s0_k4_macaroni1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_local128,visa,0,4,macaroni1,corrected,392x392,0.5104166666666666,0.03796164181566618,0.8804529989901273,30732800,3.3,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout\visa_closeout\visa_s0_k4\predictions\mvtec_macaroni1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
PatchCore_native_official224,visa,0,4,macaroni1,corrected,392x392,0.5104166666666666,0.15890526569442726,0.9891112725487547,30732800,3.2,D:\STUDY\My_github\sci_project\outputs\patchcore\closeout_official224\visa_official224\visa_s0_k4\predictions\mvtec_macaroni1.npz,05_baselines_multi_dataset/baseline_common_region.csv,"frozen value, copied verbatim (not recomputed)"
