dataset,seed,shot,category,group,area_ratio_low,area_ratio_high,n_normal_images,n_abnormal_in_group,descriptive_only
mvtec,2,4,leather,small,0.001,0.01,32,69,False
mvtec,2,4,leather,large,0.01,1.01,32,22,False
mvtec,2,4,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,2,4,metal_nut,small,0.001,0.01,22,7,True
mvtec,2,4,metal_nut,large,0.01,1.01,22,86,False
mvtec,2,4,pill,tiny,0.0,0.001,26,7,True
mvtec,2,4,pill,small,0.001,0.01,26,61,False
mvtec,2,4,pill,large,0.01,1.01,26,73,False
mvtec,2,4,screw,tiny,0.0,0.001,41,1,True
mvtec,2,4,screw,small,0.001,0.01,41,117,False
mvtec,2,4,screw,large,0.01,1.01,41,1,True
mvtec,2,4,tile,tiny,0.0,0.001,33,0,True
mvtec,2,4,tile,small,0.001,0.01,33,2,True
mvtec,2,4,tile,large,0.01,1.01,33,82,False
mvtec,2,4,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,2,4,toothbrush,small,0.001,0.01,12,15,False
mvtec,2,4,toothbrush,large,0.01,1.01,12,15,False
mvtec,2,4,transistor,tiny,0.0,0.001,60,0,True
mvtec,2,4,transistor,small,0.001,0.01,60,6,True
mvtec,2,4,transistor,large,0.01,1.01,60,34,False
mvtec,2,4,wood,tiny,0.0,0.001,19,0,True
mvtec,2,4,wood,small,0.001,0.01,19,8,True
mvtec,2,4,wood,large,0.01,1.01,19,52,False
mvtec,2,4,zipper,tiny,0.0,0.001,32,0,True
mvtec,2,4,zipper,small,0.001,0.01,32,16,False
mvtec,2,4,zipper,large,0.01,1.01,32,103,False
mvtec,2,8,bottle,tiny,0.0,0.001,20,0,True
mvtec,2,8,bottle,small,0.001,0.01,20,3,True
mvtec,2,8,bottle,large,0.01,1.01,20,60,False
mvtec,2,8,cable,tiny,0.0,0.001,58,0,True
mvtec,2,8,cable,small,0.001,0.01,58,7,True
mvtec,2,8,cable,large,0.01,1.01,58,85,False
mvtec,2,8,capsule,tiny,0.0,0.001,23,7,True
mvtec,2,8,capsule,small,0.001,0.01,23,78,False
mvtec,2,8,capsule,large,0.01,1.01,23,24,False
mvtec,2,8,carpet,tiny,0.0,0.001,28,0,True
mvtec,2,8,carpet,small,0.001,0.01,28,37,False
mvtec,2,8,carpet,large,0.01,1.01,28,52,False
mvtec,2,8,grid,tiny,0.0,0.001,21,0,True
mvtec,2,8,grid,small,0.001,0.01,21,39,False
mvtec,2,8,grid,large,0.01,1.01,21,18,False
mvtec,2,8,hazelnut,tiny,0.0,0.001,40,0,True
mvtec,2,8,hazelnut,small,0.001,0.01,40,18,False
mvtec,2,8,hazelnut,large,0.01,1.01,40,52,False
mvtec,2,8,leather,tiny,0.0,0.001,32,1,True
mvtec,2,8,leather,small,0.001,0.01,32,69,False
mvtec,2,8,leather,large,0.01,1.01,32,22,False
mvtec,2,8,metal_nut,tiny,0.0,0.001,22,0,True
mvtec,2,8,metal_nut,small,0.001,0.01,22,7,True
mvtec,2,8,metal_nut,large,0.01,1.01,22,86,False
mvtec,2,8,pill,tiny,0.0,0.001,26,7,True
mvtec,2,8,pill,small,0.001,0.01,26,61,False
mvtec,2,8,pill,large,0.01,1.01,26,73,False
mvtec,2,8,screw,tiny,0.0,0.001,41,1,True
mvtec,2,8,screw,small,0.001,0.01,41,117,False
mvtec,2,8,screw,large,0.01,1.01,41,1,True
mvtec,2,8,tile,tiny,0.0,0.001,33,0,True
mvtec,2,8,tile,small,0.001,0.01,33,2,True
mvtec,2,8,tile,large,0.01,1.01,33,82,False
mvtec,2,8,toothbrush,tiny,0.0,0.001,12,0,True
mvtec,2,8,toothbrush,small,0.001,0.01,12,15,False
mvtec,2,8,toothbrush,large,0.01,1.01,12,15,False
mvtec,2,8,transistor,tiny,0.0,0.001,60,0,True
mvtec,2,8,transistor,small,0.001,0.01,60,6,True
mvtec,2,8,transistor,large,0.01,1.01,60,34,False
mvtec,2,8,wood,tiny,0.0,0.001,19,0,True
mvtec,2,8,wood,small,0.001,0.01,19,8,True
mvtec,2,8,wood,large,0.01,1.01,19,52,False
mvtec,2,8,zipper,tiny,0.0,0.001,32,0,True
mvtec,2,8,zipper,small,0.001,0.01,32,16,False
mvtec,2,8,zipper,large,0.01,1.01,32,103,False
visa,0,1,candle,tiny,0.0,0.001,100,35,False
visa,0,1,candle,small,0.001,0.01,100,59,False
visa,0,1,candle,large,0.01,1.01,100,6,True
visa,0,1,capsules,tiny,0.0,0.001,60,39,False
visa,0,1,capsules,small,0.001,0.01,60,37,False
visa,0,1,capsules,large,0.01,1.01,60,24,False
visa,0,1,cashew,tiny,0.0,0.001,50,38,False
visa,0,1,cashew,small,0.001,0.01,50,56,False
visa,0,1,cashew,large,0.01,1.01,50,6,True
visa,0,1,chewinggum,tiny,0.0,0.001,50,6,True
visa,0,1,chewinggum,small,0.001,0.01,50,57,False
visa,0,1,chewinggum,large,0.01,1.01,50,37,False
visa,0,1,fryum,tiny,0.0,0.001,50,36,False
visa,0,1,fryum,small,0.001,0.01,50,39,False
visa,0,1,fryum,large,0.01,1.01,50,25,False
visa,0,1,macaroni1,tiny,0.0,0.001,100,81,False
visa,0,1,macaroni1,small,0.001,0.01,100,19,False
visa,0,1,macaroni1,large,0.01,1.01,100,0,True
visa,0,1,macaroni2,tiny,0.0,0.001,100,84,False
visa,0,1,macaroni2,small,0.001,0.01,100,16,False
visa,0,1,macaroni2,large,0.01,1.01,100,0,True
visa,0,1,pcb1,tiny,0.0,0.001,100,4,True
visa,0,1,pcb1,small,0.001,0.01,100,83,False
visa,0,1,pcb1,large,0.01,1.01,100,13,False
visa,0,1,pcb2,tiny,0.0,0.001,100,6,True
visa,0,1,pcb2,small,0.001,0.01,100,86,False
visa,0,1,pcb2,large,0.01,1.01,100,8,True
visa,0,1,pcb3,tiny,0.0,0.001,101,2,True
visa,0,1,pcb3,small,0.001,0.01,101,84,False
visa,0,1,pcb3,large,0.01,1.01,101,14,False
visa,0,1,pcb4,tiny,0.0,0.001,101,2,True
visa,0,1,pcb4,small,0.001,0.01,101,50,False
visa,0,1,pcb4,large,0.01,1.01,101,48,False
visa,0,1,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,0,1,pipe_fryum,small,0.001,0.01,50,51,False
visa,0,1,pipe_fryum,large,0.01,1.01,50,11,False
visa,0,2,candle,tiny,0.0,0.001,100,35,False
visa,0,2,candle,small,0.001,0.01,100,59,False
visa,0,2,candle,large,0.01,1.01,100,6,True
visa,0,2,capsules,tiny,0.0,0.001,60,39,False
visa,0,2,capsules,small,0.001,0.01,60,37,False
visa,0,2,capsules,large,0.01,1.01,60,24,False
visa,0,2,cashew,tiny,0.0,0.001,50,38,False
visa,0,2,cashew,small,0.001,0.01,50,56,False
visa,0,2,cashew,large,0.01,1.01,50,6,True
visa,0,2,chewinggum,tiny,0.0,0.001,50,6,True
visa,0,2,chewinggum,small,0.001,0.01,50,57,False
visa,0,2,chewinggum,large,0.01,1.01,50,37,False
visa,0,2,fryum,tiny,0.0,0.001,50,36,False
visa,0,2,fryum,small,0.001,0.01,50,39,False
visa,0,2,fryum,large,0.01,1.01,50,25,False
visa,0,2,macaroni1,tiny,0.0,0.001,100,81,False
visa,0,2,macaroni1,small,0.001,0.01,100,19,False
visa,0,2,macaroni1,large,0.01,1.01,100,0,True
visa,0,2,macaroni2,tiny,0.0,0.001,100,84,False
visa,0,2,macaroni2,small,0.001,0.01,100,16,False
visa,0,2,macaroni2,large,0.01,1.01,100,0,True
visa,0,2,pcb1,tiny,0.0,0.001,100,4,True
visa,0,2,pcb1,small,0.001,0.01,100,83,False
visa,0,2,pcb1,large,0.01,1.01,100,13,False
visa,0,2,pcb2,tiny,0.0,0.001,100,6,True
visa,0,2,pcb2,small,0.001,0.01,100,86,False
visa,0,2,pcb2,large,0.01,1.01,100,8,True
visa,0,2,pcb3,tiny,0.0,0.001,101,2,True
visa,0,2,pcb3,small,0.001,0.01,101,84,False
visa,0,2,pcb3,large,0.01,1.01,101,14,False
visa,0,2,pcb4,tiny,0.0,0.001,101,2,True
visa,0,2,pcb4,small,0.001,0.01,101,50,False
visa,0,2,pcb4,large,0.01,1.01,101,48,False
visa,0,2,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,0,2,pipe_fryum,small,0.001,0.01,50,51,False
visa,0,2,pipe_fryum,large,0.01,1.01,50,11,False
visa,0,4,candle,tiny,0.0,0.001,100,35,False
visa,0,4,candle,small,0.001,0.01,100,59,False
visa,0,4,candle,large,0.01,1.01,100,6,True
visa,0,4,capsules,tiny,0.0,0.001,60,39,False
visa,0,4,capsules,small,0.001,0.01,60,37,False
visa,0,4,capsules,large,0.01,1.01,60,24,False
visa,0,4,cashew,tiny,0.0,0.001,50,38,False
visa,0,4,cashew,small,0.001,0.01,50,56,False
visa,0,4,cashew,large,0.01,1.01,50,6,True
visa,0,4,chewinggum,tiny,0.0,0.001,50,6,True
visa,0,4,chewinggum,small,0.001,0.01,50,57,False
visa,0,4,chewinggum,large,0.01,1.01,50,37,False
visa,0,4,fryum,tiny,0.0,0.001,50,36,False
visa,0,4,fryum,small,0.001,0.01,50,39,False
visa,0,4,fryum,large,0.01,1.01,50,25,False
visa,0,4,macaroni1,tiny,0.0,0.001,100,81,False
visa,0,4,macaroni1,small,0.001,0.01,100,19,False
visa,0,4,macaroni1,large,0.01,1.01,100,0,True
visa,0,4,macaroni2,tiny,0.0,0.001,100,84,False
visa,0,4,macaroni2,small,0.001,0.01,100,16,False
visa,0,4,macaroni2,large,0.01,1.01,100,0,True
visa,0,4,pcb1,tiny,0.0,0.001,100,4,True
visa,0,4,pcb1,small,0.001,0.01,100,83,False
visa,0,4,pcb1,large,0.01,1.01,100,13,False
visa,0,4,pcb2,tiny,0.0,0.001,100,6,True
visa,0,4,pcb2,small,0.001,0.01,100,86,False
visa,0,4,pcb2,large,0.01,1.01,100,8,True
visa,0,4,pcb3,tiny,0.0,0.001,101,2,True
visa,0,4,pcb3,small,0.001,0.01,101,84,False
visa,0,4,pcb3,large,0.01,1.01,101,14,False
visa,0,4,pcb4,tiny,0.0,0.001,101,2,True
visa,0,4,pcb4,small,0.001,0.01,101,50,False
visa,0,4,pcb4,large,0.01,1.01,101,48,False
visa,0,4,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,0,4,pipe_fryum,small,0.001,0.01,50,51,False
visa,0,4,pipe_fryum,large,0.01,1.01,50,11,False
visa,0,8,candle,tiny,0.0,0.001,100,35,False
visa,0,8,candle,small,0.001,0.01,100,59,False
visa,0,8,candle,large,0.01,1.01,100,6,True
visa,0,8,capsules,tiny,0.0,0.001,60,39,False
visa,0,8,capsules,small,0.001,0.01,60,37,False
visa,0,8,capsules,large,0.01,1.01,60,24,False
visa,0,8,cashew,tiny,0.0,0.001,50,38,False
visa,0,8,cashew,small,0.001,0.01,50,56,False
visa,0,8,cashew,large,0.01,1.01,50,6,True
visa,0,8,chewinggum,tiny,0.0,0.001,50,6,True
visa,0,8,chewinggum,small,0.001,0.01,50,57,False
visa,0,8,chewinggum,large,0.01,1.01,50,37,False
visa,0,8,fryum,tiny,0.0,0.001,50,36,False
visa,0,8,fryum,small,0.001,0.01,50,39,False
visa,0,8,fryum,large,0.01,1.01,50,25,False
visa,0,8,macaroni1,tiny,0.0,0.001,100,81,False
visa,0,8,macaroni1,small,0.001,0.01,100,19,False
visa,0,8,macaroni1,large,0.01,1.01,100,0,True
visa,0,8,macaroni2,tiny,0.0,0.001,100,84,False
visa,0,8,macaroni2,small,0.001,0.01,100,16,False
visa,0,8,macaroni2,large,0.01,1.01,100,0,True
visa,0,8,pcb1,tiny,0.0,0.001,100,4,True
visa,0,8,pcb1,small,0.001,0.01,100,83,False
visa,0,8,pcb1,large,0.01,1.01,100,13,False
visa,0,8,pcb2,tiny,0.0,0.001,100,6,True
visa,0,8,pcb2,small,0.001,0.01,100,86,False
visa,0,8,pcb2,large,0.01,1.01,100,8,True
visa,0,8,pcb3,tiny,0.0,0.001,101,2,True
visa,0,8,pcb3,small,0.001,0.01,101,84,False
visa,0,8,pcb3,large,0.01,1.01,101,14,False
visa,0,8,pcb4,tiny,0.0,0.001,101,2,True
visa,0,8,pcb4,small,0.001,0.01,101,50,False
visa,0,8,pcb4,large,0.01,1.01,101,48,False
visa,0,8,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,0,8,pipe_fryum,small,0.001,0.01,50,51,False
visa,0,8,pipe_fryum,large,0.01,1.01,50,11,False
visa,1,1,candle,tiny,0.0,0.001,100,35,False
visa,1,1,candle,small,0.001,0.01,100,59,False
visa,1,1,candle,large,0.01,1.01,100,6,True
visa,1,1,capsules,tiny,0.0,0.001,60,39,False
visa,1,1,capsules,small,0.001,0.01,60,37,False
visa,1,1,capsules,large,0.01,1.01,60,24,False
visa,1,1,cashew,tiny,0.0,0.001,50,38,False
visa,1,1,cashew,small,0.001,0.01,50,56,False
visa,1,1,cashew,large,0.01,1.01,50,6,True
visa,1,1,chewinggum,tiny,0.0,0.001,50,6,True
visa,1,1,chewinggum,small,0.001,0.01,50,57,False
visa,1,1,chewinggum,large,0.01,1.01,50,37,False
visa,1,1,fryum,tiny,0.0,0.001,50,36,False
visa,1,1,fryum,small,0.001,0.01,50,39,False
visa,1,1,fryum,large,0.01,1.01,50,25,False
visa,1,1,macaroni1,tiny,0.0,0.001,100,81,False
visa,1,1,macaroni1,small,0.001,0.01,100,19,False
visa,1,1,macaroni1,large,0.01,1.01,100,0,True
visa,1,1,macaroni2,tiny,0.0,0.001,100,84,False
visa,1,1,macaroni2,small,0.001,0.01,100,16,False
visa,1,1,macaroni2,large,0.01,1.01,100,0,True
visa,1,1,pcb1,tiny,0.0,0.001,100,4,True
visa,1,1,pcb1,small,0.001,0.01,100,83,False
visa,1,1,pcb1,large,0.01,1.01,100,13,False
visa,1,1,pcb2,tiny,0.0,0.001,100,6,True
visa,1,1,pcb2,small,0.001,0.01,100,86,False
visa,1,1,pcb2,large,0.01,1.01,100,8,True
visa,1,1,pcb3,tiny,0.0,0.001,101,2,True
visa,1,1,pcb3,small,0.001,0.01,101,84,False
visa,1,1,pcb3,large,0.01,1.01,101,14,False
visa,1,1,pcb4,tiny,0.0,0.001,101,2,True
visa,1,1,pcb4,small,0.001,0.01,101,50,False
visa,1,1,pcb4,large,0.01,1.01,101,48,False
visa,1,1,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,1,1,pipe_fryum,small,0.001,0.01,50,51,False
visa,1,1,pipe_fryum,large,0.01,1.01,50,11,False
visa,1,2,candle,tiny,0.0,0.001,100,35,False
visa,1,2,candle,small,0.001,0.01,100,59,False
visa,1,2,candle,large,0.01,1.01,100,6,True
visa,1,2,capsules,tiny,0.0,0.001,60,39,False
visa,1,2,capsules,small,0.001,0.01,60,37,False
visa,1,2,capsules,large,0.01,1.01,60,24,False
visa,1,2,cashew,tiny,0.0,0.001,50,38,False
visa,1,2,cashew,small,0.001,0.01,50,56,False
visa,1,2,cashew,large,0.01,1.01,50,6,True
visa,1,2,chewinggum,tiny,0.0,0.001,50,6,True
visa,1,2,chewinggum,small,0.001,0.01,50,57,False
visa,1,2,chewinggum,large,0.01,1.01,50,37,False
visa,1,2,fryum,tiny,0.0,0.001,50,36,False
visa,1,2,fryum,small,0.001,0.01,50,39,False
visa,1,2,fryum,large,0.01,1.01,50,25,False
visa,1,2,macaroni1,tiny,0.0,0.001,100,81,False
visa,1,2,macaroni1,small,0.001,0.01,100,19,False
visa,1,2,macaroni1,large,0.01,1.01,100,0,True
visa,1,2,macaroni2,tiny,0.0,0.001,100,84,False
visa,1,2,macaroni2,small,0.001,0.01,100,16,False
visa,1,2,macaroni2,large,0.01,1.01,100,0,True
visa,1,2,pcb1,tiny,0.0,0.001,100,4,True
visa,1,2,pcb1,small,0.001,0.01,100,83,False
visa,1,2,pcb1,large,0.01,1.01,100,13,False
visa,1,2,pcb2,tiny,0.0,0.001,100,6,True
visa,1,2,pcb2,small,0.001,0.01,100,86,False
visa,1,2,pcb2,large,0.01,1.01,100,8,True
visa,1,2,pcb3,tiny,0.0,0.001,101,2,True
visa,1,2,pcb3,small,0.001,0.01,101,84,False
visa,1,2,pcb3,large,0.01,1.01,101,14,False
visa,1,2,pcb4,tiny,0.0,0.001,101,2,True
visa,1,2,pcb4,small,0.001,0.01,101,50,False
visa,1,2,pcb4,large,0.01,1.01,101,48,False
visa,1,2,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,1,2,pipe_fryum,small,0.001,0.01,50,51,False
visa,1,2,pipe_fryum,large,0.01,1.01,50,11,False
visa,1,4,candle,tiny,0.0,0.001,100,35,False
visa,1,4,candle,small,0.001,0.01,100,59,False
visa,1,4,candle,large,0.01,1.01,100,6,True
visa,1,4,capsules,tiny,0.0,0.001,60,39,False
visa,1,4,capsules,small,0.001,0.01,60,37,False
visa,1,4,capsules,large,0.01,1.01,60,24,False
visa,1,4,cashew,tiny,0.0,0.001,50,38,False
visa,1,4,cashew,small,0.001,0.01,50,56,False
visa,1,4,cashew,large,0.01,1.01,50,6,True
visa,1,4,chewinggum,tiny,0.0,0.001,50,6,True
visa,1,4,chewinggum,small,0.001,0.01,50,57,False
visa,1,4,chewinggum,large,0.01,1.01,50,37,False
visa,1,4,fryum,tiny,0.0,0.001,50,36,False
visa,1,4,fryum,small,0.001,0.01,50,39,False
visa,1,4,fryum,large,0.01,1.01,50,25,False
visa,1,4,macaroni1,tiny,0.0,0.001,100,81,False
visa,1,4,macaroni1,small,0.001,0.01,100,19,False
visa,1,4,macaroni1,large,0.01,1.01,100,0,True
visa,1,4,macaroni2,tiny,0.0,0.001,100,84,False
visa,1,4,macaroni2,small,0.001,0.01,100,16,False
visa,1,4,macaroni2,large,0.01,1.01,100,0,True
visa,1,4,pcb1,tiny,0.0,0.001,100,4,True
visa,1,4,pcb1,small,0.001,0.01,100,83,False
visa,1,4,pcb1,large,0.01,1.01,100,13,False
visa,1,4,pcb2,tiny,0.0,0.001,100,6,True
visa,1,4,pcb2,small,0.001,0.01,100,86,False
visa,1,4,pcb2,large,0.01,1.01,100,8,True
visa,1,4,pcb3,tiny,0.0,0.001,101,2,True
visa,1,4,pcb3,small,0.001,0.01,101,84,False
visa,1,4,pcb3,large,0.01,1.01,101,14,False
visa,1,4,pcb4,tiny,0.0,0.001,101,2,True
visa,1,4,pcb4,small,0.001,0.01,101,50,False
visa,1,4,pcb4,large,0.01,1.01,101,48,False
visa,1,4,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,1,4,pipe_fryum,small,0.001,0.01,50,51,False
visa,1,4,pipe_fryum,large,0.01,1.01,50,11,False
visa,1,8,candle,tiny,0.0,0.001,100,35,False
visa,1,8,candle,small,0.001,0.01,100,59,False
visa,1,8,candle,large,0.01,1.01,100,6,True
visa,1,8,capsules,tiny,0.0,0.001,60,39,False
visa,1,8,capsules,small,0.001,0.01,60,37,False
visa,1,8,capsules,large,0.01,1.01,60,24,False
visa,1,8,cashew,tiny,0.0,0.001,50,38,False
visa,1,8,cashew,small,0.001,0.01,50,56,False
visa,1,8,cashew,large,0.01,1.01,50,6,True
visa,1,8,chewinggum,tiny,0.0,0.001,50,6,True
visa,1,8,chewinggum,small,0.001,0.01,50,57,False
visa,1,8,chewinggum,large,0.01,1.01,50,37,False
visa,1,8,fryum,tiny,0.0,0.001,50,36,False
visa,1,8,fryum,small,0.001,0.01,50,39,False
visa,1,8,fryum,large,0.01,1.01,50,25,False
visa,1,8,macaroni1,tiny,0.0,0.001,100,81,False
visa,1,8,macaroni1,small,0.001,0.01,100,19,False
visa,1,8,macaroni1,large,0.01,1.01,100,0,True
visa,1,8,macaroni2,tiny,0.0,0.001,100,84,False
visa,1,8,macaroni2,small,0.001,0.01,100,16,False
visa,1,8,macaroni2,large,0.01,1.01,100,0,True
visa,1,8,pcb1,tiny,0.0,0.001,100,4,True
visa,1,8,pcb1,small,0.001,0.01,100,83,False
visa,1,8,pcb1,large,0.01,1.01,100,13,False
visa,1,8,pcb2,tiny,0.0,0.001,100,6,True
visa,1,8,pcb2,small,0.001,0.01,100,86,False
visa,1,8,pcb2,large,0.01,1.01,100,8,True
visa,1,8,pcb3,tiny,0.0,0.001,101,2,True
visa,1,8,pcb3,small,0.001,0.01,101,84,False
visa,1,8,pcb3,large,0.01,1.01,101,14,False
visa,1,8,pcb4,tiny,0.0,0.001,101,2,True
visa,1,8,pcb4,small,0.001,0.01,101,50,False
visa,1,8,pcb4,large,0.01,1.01,101,48,False
visa,1,8,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,1,8,pipe_fryum,small,0.001,0.01,50,51,False
visa,1,8,pipe_fryum,large,0.01,1.01,50,11,False
visa,2,1,candle,tiny,0.0,0.001,100,35,False
visa,2,1,candle,small,0.001,0.01,100,59,False
visa,2,1,candle,large,0.01,1.01,100,6,True
visa,2,1,capsules,tiny,0.0,0.001,60,39,False
visa,2,1,capsules,small,0.001,0.01,60,37,False
visa,2,1,capsules,large,0.01,1.01,60,24,False
visa,2,1,cashew,tiny,0.0,0.001,50,38,False
visa,2,1,cashew,small,0.001,0.01,50,56,False
visa,2,1,cashew,large,0.01,1.01,50,6,True
visa,2,1,chewinggum,tiny,0.0,0.001,50,6,True
visa,2,1,chewinggum,small,0.001,0.01,50,57,False
visa,2,1,chewinggum,large,0.01,1.01,50,37,False
visa,2,1,fryum,tiny,0.0,0.001,50,36,False
visa,2,1,fryum,small,0.001,0.01,50,39,False
visa,2,1,fryum,large,0.01,1.01,50,25,False
visa,2,1,macaroni1,tiny,0.0,0.001,100,81,False
visa,2,1,macaroni1,small,0.001,0.01,100,19,False
visa,2,1,macaroni1,large,0.01,1.01,100,0,True
visa,2,1,macaroni2,tiny,0.0,0.001,100,84,False
visa,2,1,macaroni2,small,0.001,0.01,100,16,False
visa,2,1,macaroni2,large,0.01,1.01,100,0,True
visa,2,1,pcb1,tiny,0.0,0.001,100,4,True
visa,2,1,pcb1,small,0.001,0.01,100,83,False
visa,2,1,pcb1,large,0.01,1.01,100,13,False
visa,2,1,pcb2,tiny,0.0,0.001,100,6,True
visa,2,1,pcb2,small,0.001,0.01,100,86,False
visa,2,1,pcb2,large,0.01,1.01,100,8,True
visa,2,1,pcb3,tiny,0.0,0.001,101,2,True
visa,2,1,pcb3,small,0.001,0.01,101,84,False
visa,2,1,pcb3,large,0.01,1.01,101,14,False
visa,2,1,pcb4,tiny,0.0,0.001,101,2,True
visa,2,1,pcb4,small,0.001,0.01,101,50,False
visa,2,1,pcb4,large,0.01,1.01,101,48,False
visa,2,1,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,2,1,pipe_fryum,small,0.001,0.01,50,51,False
visa,2,1,pipe_fryum,large,0.01,1.01,50,11,False
visa,2,2,candle,tiny,0.0,0.001,100,35,False
visa,2,2,candle,small,0.001,0.01,100,59,False
visa,2,2,candle,large,0.01,1.01,100,6,True
visa,2,2,capsules,tiny,0.0,0.001,60,39,False
visa,2,2,capsules,small,0.001,0.01,60,37,False
visa,2,2,capsules,large,0.01,1.01,60,24,False
visa,2,2,cashew,tiny,0.0,0.001,50,38,False
visa,2,2,cashew,small,0.001,0.01,50,56,False
visa,2,2,cashew,large,0.01,1.01,50,6,True
visa,2,2,chewinggum,tiny,0.0,0.001,50,6,True
visa,2,2,chewinggum,small,0.001,0.01,50,57,False
visa,2,2,chewinggum,large,0.01,1.01,50,37,False
visa,2,2,fryum,tiny,0.0,0.001,50,36,False
visa,2,2,fryum,small,0.001,0.01,50,39,False
visa,2,2,fryum,large,0.01,1.01,50,25,False
visa,2,2,macaroni1,tiny,0.0,0.001,100,81,False
visa,2,2,macaroni1,small,0.001,0.01,100,19,False
visa,2,2,macaroni1,large,0.01,1.01,100,0,True
visa,2,2,macaroni2,tiny,0.0,0.001,100,84,False
visa,2,2,macaroni2,small,0.001,0.01,100,16,False
visa,2,2,macaroni2,large,0.01,1.01,100,0,True
visa,2,2,pcb1,tiny,0.0,0.001,100,4,True
visa,2,2,pcb1,small,0.001,0.01,100,83,False
visa,2,2,pcb1,large,0.01,1.01,100,13,False
visa,2,2,pcb2,tiny,0.0,0.001,100,6,True
visa,2,2,pcb2,small,0.001,0.01,100,86,False
visa,2,2,pcb2,large,0.01,1.01,100,8,True
visa,2,2,pcb3,tiny,0.0,0.001,101,2,True
visa,2,2,pcb3,small,0.001,0.01,101,84,False
visa,2,2,pcb3,large,0.01,1.01,101,14,False
visa,2,2,pcb4,tiny,0.0,0.001,101,2,True
visa,2,2,pcb4,small,0.001,0.01,101,50,False
visa,2,2,pcb4,large,0.01,1.01,101,48,False
visa,2,2,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,2,2,pipe_fryum,small,0.001,0.01,50,51,False
visa,2,2,pipe_fryum,large,0.01,1.01,50,11,False
visa,2,4,candle,tiny,0.0,0.001,100,35,False
visa,2,4,candle,small,0.001,0.01,100,59,False
visa,2,4,candle,large,0.01,1.01,100,6,True
visa,2,4,capsules,tiny,0.0,0.001,60,39,False
visa,2,4,capsules,small,0.001,0.01,60,37,False
visa,2,4,capsules,large,0.01,1.01,60,24,False
visa,2,4,cashew,tiny,0.0,0.001,50,38,False
visa,2,4,cashew,small,0.001,0.01,50,56,False
visa,2,4,cashew,large,0.01,1.01,50,6,True
visa,2,4,chewinggum,tiny,0.0,0.001,50,6,True
visa,2,4,chewinggum,small,0.001,0.01,50,57,False
visa,2,4,chewinggum,large,0.01,1.01,50,37,False
visa,2,4,fryum,tiny,0.0,0.001,50,36,False
visa,2,4,fryum,small,0.001,0.01,50,39,False
visa,2,4,fryum,large,0.01,1.01,50,25,False
visa,2,4,macaroni1,tiny,0.0,0.001,100,81,False
visa,2,4,macaroni1,small,0.001,0.01,100,19,False
visa,2,4,macaroni1,large,0.01,1.01,100,0,True
visa,2,4,macaroni2,tiny,0.0,0.001,100,84,False
visa,2,4,macaroni2,small,0.001,0.01,100,16,False
visa,2,4,macaroni2,large,0.01,1.01,100,0,True
visa,2,4,pcb1,tiny,0.0,0.001,100,4,True
visa,2,4,pcb1,small,0.001,0.01,100,83,False
visa,2,4,pcb1,large,0.01,1.01,100,13,False
visa,2,4,pcb2,tiny,0.0,0.001,100,6,True
visa,2,4,pcb2,small,0.001,0.01,100,86,False
visa,2,4,pcb2,large,0.01,1.01,100,8,True
visa,2,4,pcb3,tiny,0.0,0.001,101,2,True
visa,2,4,pcb3,small,0.001,0.01,101,84,False
visa,2,4,pcb3,large,0.01,1.01,101,14,False
visa,2,4,pcb4,tiny,0.0,0.001,101,2,True
visa,2,4,pcb4,small,0.001,0.01,101,50,False
visa,2,4,pcb4,large,0.01,1.01,101,48,False
visa,2,4,pipe_fryum,tiny,0.0,0.001,50,38,False
visa,2,4,pipe_fryum,small,0.001,0.01,50,51,False
visa,2,4,pipe_fryum,large,0.01,1.01,50,11,False
visa,2,8,candle,tiny,0.0,0.001,100,35,False
visa,2,8,candle,small,0.001,0.01,100,59,False
visa,2,8,candle,large,0.01,1.01,100,6,True
visa,2,8,capsules,tiny,0.0,0.001,60,39,False
visa,2,8,capsules,small,0.001,0.01,60,37,False
visa,2,8,capsules,large,0.01,1.01,60,24,False
visa,2,8,cashew,tiny,0.0,0.001,50,38,False
visa,2,8,cashew,small,0.001,0.01,50,56,False
visa,2,8,cashew,large,0.01,1.01,50,6,True
visa,2,8,chewinggum,tiny,0.0,0.001,50,6,True
visa,2,8,chewinggum,small,0.001,0.01,50,57,False
visa,2,8,chewinggum,large,0.01,1.01,50,37,False
visa,2,8,fryum,tiny,0.0,0.001,50,36,False
visa,2,8,fryum,small,0.001,0.01,50,39,False
visa,2,8,fryum,large,0.01,1.01,50,25,False
visa,2,8,macaroni1,tiny,0.0,0.001,100,81,False
